card,value
червы,6
червы,валет
червы,туз
червы,валет
червы,10
червы,1
червы,2
червы,3
червы,6
червы,король
червы,король
червы,10
червы,8
червы,10
червы,2
червы,дама
червы,валет
червы,10
червы,4
червы,10
червы,1
червы,валет
червы,4
червы,10
червы,король
червы,3
червы,туз
червы,2
червы,5
червы,5
червы,туз
червы,9
червы,8
червы,10
червы,2
червы,10
червы,валет
червы,4
червы,валет
червы,валет
червы,5
червы,9
червы,дама
червы,6
червы,5
червы,6
червы,5
червы,2
червы,3
червы,10
червы,туз
червы,7
червы,туз
червы,8
червы,1
червы,3
червы,5
червы,дама
червы,6
червы,8
червы,5
червы,8
червы,10
червы,9
червы,1
червы,дама
червы,10
червы,2
червы,5
червы,6
червы,8
червы,4
червы,2
червы,1
червы,2
червы,туз
червы,туз
червы,6
червы,валет
червы,валет
червы,3
червы,дама
червы,10
червы,1
червы,туз
червы,6
червы,дама
червы,дама
червы,4
червы,3
червы,8
червы,5
червы,10
червы,1
червы,дама
червы,10
червы,1
червы,валет
червы,валет
червы,1
червы,6
червы,король
червы,9
червы,король
червы,9
червы,8
червы,дама
червы,туз
червы,2
червы,6
червы,3
червы,дама
червы,10
червы,3
червы,валет
червы,4
червы,2
червы,10
червы,валет
червы,5
червы,1
червы,король
червы,туз
червы,валет
червы,5
червы,валет
червы,валет
червы,2
червы,2
червы,3
червы,4
червы,1
червы,3
червы,дама
червы,9
червы,3
червы,9
червы,король
червы,3
червы,туз
червы,дама
червы,6
червы,туз
червы,5
червы,8
червы,дама
червы,7
червы,8
червы,дама
червы,дама
червы,король
червы,6
червы,король
червы,валет
червы,10
червы,4
червы,5
червы,валет
червы,7
червы,7
червы,6
червы,3
червы,7
червы,дама
червы,4
червы,7
червы,дама
червы,3
червы,6
червы,5
червы,5
червы,6
червы,5
червы,4
червы,1
червы,валет
червы,2
червы,2
червы,6
червы,король
червы,валет
червы,6
червы,валет
червы,туз
червы,туз
червы,туз
червы,6
червы,туз
червы,5
червы,1
червы,5
червы,7
червы,туз
червы,3
червы,туз
червы,7
червы,9
червы,6
червы,7
червы,4
червы,3
червы,10
червы,7
червы,3
червы,2
червы,3
червы,туз
червы,3
червы,10
червы,валет
червы,9
червы,туз
червы,1
червы,валет
червы,5
червы,4
червы,6
червы,2
червы,король
червы,4
червы,8
червы,7
червы,5
червы,8
червы,9
червы,дама
червы,2
червы,9
червы,9
червы,6
червы,король
червы,5
червы,7
червы,туз
червы,3
червы,7
червы,6
червы,дама
червы,9
червы,7
червы,король
червы,дама
червы,1
червы,9
червы,король
червы,8
червы,1
червы,дама
червы,8
червы,2
червы,1
червы,король
червы,валет
червы,9
червы,10
червы,5
червы,2
червы,5
червы,3
червы,1
червы,валет
червы,7
червы,4
червы,7
червы,8
червы,2
червы,дама
червы,7
червы,10
червы,9
червы,валет
червы,3
червы,7
червы,2
червы,дама
червы,2
червы,4
червы,8
червы,валет
червы,8
червы,8
червы,валет
червы,дама
червы,2
червы,6
червы,6
червы,10
червы,7
червы,7
червы,7
червы,3
червы,3
червы,5
червы,10
червы,9
червы,10
червы,туз
червы,туз
червы,6
червы,туз
червы,6
червы,король
червы,3
червы,3
червы,8
червы,2
червы,туз
червы,туз
червы,7
червы,5
червы,валет
червы,король
червы,7
червы,2
червы,4
червы,1
червы,5
червы,2
червы,1
червы,туз
червы,10
червы,10
червы,дама
червы,4
червы,4
червы,3
червы,6
червы,король
червы,5
червы,туз
червы,10
червы,валет
червы,туз
червы,10
червы,король
червы,2
червы,6
червы,1
червы,10
червы,3
червы,дама
червы,8
червы,король
червы,9
червы,2
червы,король
червы,10
червы,4
червы,1
червы,2
червы,дама
червы,10
червы,король
червы,9
червы,8
червы,валет
червы,10
червы,дама
червы,7
червы,5
червы,туз
червы,дама
червы,дама
червы,9
червы,10
червы,король
червы,2
червы,9
червы,валет
червы,валет
червы,8
червы,9
червы,5
червы,8
червы,7
червы,5
червы,9
червы,дама
червы,5
червы,5
червы,9
червы,8
червы,8
червы,10
червы,3
червы,9
червы,валет
червы,8
червы,7
червы,6
червы,8
червы,валет
червы,1
червы,1
червы,4
червы,10
червы,6
червы,валет
червы,5
червы,валет
червы,4
червы,3
червы,король
червы,туз
червы,5
червы,1
червы,8
червы,король
червы,6
червы,3
червы,7
червы,3
червы,2
червы,4
червы,король
червы,7
червы,10
червы,дама
червы,король
червы,валет
червы,6
червы,7
червы,8
червы,2
червы,5
червы,валет
червы,2
червы,валет
червы,5
червы,6
червы,9
червы,2
червы,10
червы,2
червы,король
червы,9
червы,1
червы,7
червы,7
червы,5
червы,5
червы,туз
червы,король
червы,2
червы,8
червы,8
червы,туз
червы,2
червы,6
червы,туз
червы,1
червы,10
червы,8
червы,2
червы,5
червы,6
червы,туз
червы,туз
червы,7
червы,9
червы,2
червы,5
червы,3
червы,10
червы,4
червы,валет
червы,король
червы,валет
червы,8
червы,1
червы,10
червы,2
червы,валет
червы,7
червы,7
червы,10
червы,валет
червы,7
червы,6
червы,3
червы,7
червы,1
червы,6
червы,7
червы,1
червы,1
червы,4
червы,5
червы,8
червы,валет
червы,3
червы,валет
червы,туз
червы,2
червы,валет
червы,9
червы,1
червы,король
червы,валет
червы,дама
червы,2
червы,4
червы,8
червы,2
червы,1
червы,туз
червы,1
червы,6
червы,дама
червы,5
червы,6
червы,9
червы,валет
червы,2
червы,6
червы,король
червы,9
червы,9
червы,дама
червы,4
червы,6
червы,1
червы,дама
червы,валет
червы,король
червы,туз
червы,4
червы,9
червы,2
червы,9
червы,2
червы,10
червы,дама
червы,1
червы,3
червы,дама
червы,5
червы,10
червы,8
червы,2
червы,2
червы,1
червы,10
червы,8
червы,1
червы,8
червы,1
червы,6
червы,10
червы,3
червы,10
червы,8
червы,8
червы,1
червы,король
червы,1
червы,8
червы,10
червы,1
червы,10
червы,10
червы,6
червы,10
червы,6
червы,валет
червы,7
червы,туз
червы,7
червы,валет
червы,туз
червы,10
червы,валет
червы,туз
червы,3
червы,6
червы,король
червы,5
червы,5
червы,валет
червы,валет
червы,валет
червы,3
червы,10
червы,6
червы,туз
червы,10
червы,4
червы,5
червы,9
червы,дама
червы,дама
червы,дама
червы,дама
червы,2
червы,5
червы,6
червы,2
червы,2
червы,дама
червы,валет
червы,дама
червы,4
червы,4
червы,1
червы,валет
червы,9
червы,6
червы,6
червы,1
червы,9
червы,валет
червы,6
червы,1
червы,4
червы,5
червы,6
червы,дама
червы,король
червы,туз
червы,1
червы,3
червы,9
червы,дама
червы,3
червы,8
червы,9
червы,3
червы,5
червы,дама
червы,дама
червы,3
червы,туз
червы,5
червы,6
червы,9
червы,6
червы,2
червы,4
червы,10
червы,дама
червы,7
червы,7
червы,дама
червы,туз
червы,валет
червы,6
червы,9
червы,3
червы,10
червы,6
червы,дама
червы,4
червы,дама
червы,1
червы,6
червы,4
червы,4
червы,3
червы,туз
червы,2
червы,5
червы,6
червы,валет
червы,5
червы,4
червы,3
червы,6
червы,9
червы,3
червы,валет
червы,8
червы,туз
червы,5
червы,4
червы,4
червы,дама
червы,туз
червы,4
червы,8
червы,1
червы,дама
червы,4
червы,6
червы,дама
червы,дама
червы,1
червы,10
червы,9
червы,10
червы,1
червы,валет
червы,8
червы,4
червы,2
червы,5
червы,9
червы,8
червы,8
червы,4
червы,дама
червы,3
червы,2
червы,3
червы,2
червы,король
червы,10
червы,5
червы,1
червы,3
червы,7
червы,туз
червы,6
червы,1
червы,3
червы,дама
червы,7
червы,2
червы,3
червы,2
червы,7
червы,2
червы,дама
червы,7
червы,туз
червы,7
червы,туз
червы,дама
червы,дама
червы,4
червы,7
червы,валет
червы,8
червы,3
червы,9
червы,2
червы,дама
червы,9
червы,дама
червы,1
червы,3
червы,8
червы,6
червы,валет
червы,2
червы,8
червы,8
червы,8
червы,король
червы,4
червы,2
червы,6
червы,5
червы,2
червы,4
червы,4
червы,3
червы,туз
червы,1
червы,4
червы,8
червы,5
червы,туз
червы,король
червы,валет
червы,4
червы,дама
червы,3
червы,4
червы,2
червы,дама
червы,1
червы,10
червы,1
червы,7
червы,9
червы,2
червы,10
червы,туз
червы,туз
червы,дама
червы,6
червы,7
червы,1
червы,3
червы,король
червы,туз
червы,король
червы,король
червы,6
червы,7
червы,2
червы,дама
червы,6
червы,король
червы,король
червы,король
червы,7
червы,4
червы,9
червы,валет
червы,8
червы,5
червы,2
червы,король
червы,9
червы,5
червы,6
червы,10
червы,1
червы,7
червы,4
червы,1
червы,7
червы,валет
червы,1
червы,5
червы,8
червы,3
червы,1
червы,1
червы,7
червы,7
червы,3
червы,9
червы,4
червы,2
червы,туз
червы,1
червы,8
червы,3
червы,6
червы,туз
червы,7
червы,4
червы,10
червы,5
червы,10
червы,туз
червы,дама
червы,10
червы,9
червы,9
червы,3
червы,9
червы,дама
червы,король
червы,6
червы,туз
червы,1
червы,6
червы,7
червы,3
червы,6
червы,5
червы,король
червы,9
червы,9
червы,дама
червы,7
червы,6
червы,2
червы,валет
червы,туз
червы,9
червы,9
червы,9
червы,5
червы,туз
червы,4
червы,дама
червы,4
червы,8
червы,8
червы,туз
червы,9
червы,туз
червы,валет
червы,король
червы,валет
червы,7
червы,8
червы,1
червы,1
червы,10
червы,8
червы,10
червы,4
червы,7
червы,9
червы,дама
червы,10
червы,2
червы,3
червы,2
червы,туз
червы,король
червы,3
червы,4
червы,8
червы,9
червы,король
червы,9
червы,9
червы,дама
червы,король
червы,4
червы,дама
червы,7
червы,6
червы,король
червы,9
червы,король
червы,9
червы,дама
червы,туз
червы,король
червы,9
червы,7
червы,8
червы,7
червы,5
червы,8
червы,3
червы,2
червы,9
червы,король
червы,10
червы,7
червы,валет
червы,валет
червы,9
червы,8
червы,1
червы,3
червы,10
червы,9
червы,5
червы,1
червы,дама
червы,6
червы,4
червы,король
червы,9
червы,валет
червы,9
червы,2
червы,8
червы,9
червы,2
червы,5
червы,валет
червы,1
червы,6
червы,8
червы,9
червы,9
червы,1
червы,8
червы,6
червы,8
червы,дама
червы,дама
червы,2
червы,4
червы,2
червы,5
червы,7
червы,8
червы,1
червы,2
червы,5
червы,валет
червы,6
червы,8
червы,4
червы,туз
червы,дама
червы,6
червы,7
червы,9
червы,9
червы,4
червы,6
червы,4
червы,3
червы,2
червы,6
червы,король
червы,дама
червы,1
червы,10
червы,туз
червы,8
червы,7
червы,10
червы,2
червы,10
червы,4
червы,10
червы,10
червы,4
червы,3
червы,5
червы,2
червы,10
червы,10
червы,король
червы,валет
червы,валет
червы,5
червы,7
червы,туз
червы,валет
червы,7
червы,4
червы,9
червы,дама
червы,2
червы,3
червы,10
червы,дама
червы,2
червы,1
червы,король
червы,король
червы,дама
червы,дама
червы,2
червы,валет
червы,9
червы,1
червы,6
червы,10
червы,1
червы,6
червы,9
червы,1
червы,10
червы,5
червы,валет
червы,3
червы,король
червы,дама
червы,10
червы,туз
червы,6
червы,10
червы,туз
червы,король
червы,7
червы,2
червы,туз
червы,дама
червы,10
червы,3
червы,8
червы,1
червы,7
червы,4
червы,1
червы,дама
червы,10
червы,3
червы,король
червы,дама
червы,1
червы,7
червы,9
червы,10
червы,дама
червы,8
червы,2
червы,3
червы,король
червы,5
червы,дама
червы,8
червы,9
червы,2
червы,9
червы,туз
червы,дама
червы,10
червы,4
червы,валет
червы,6
червы,дама
червы,2
червы,2
червы,8
червы,10
червы,валет
червы,6
червы,туз
червы,4
червы,5
червы,7
червы,2
червы,7
червы,1
червы,туз
червы,дама
червы,король
червы,9
червы,туз
червы,король
червы,туз
червы,дама
червы,туз
червы,7
червы,1
червы,8
червы,8
червы,туз
червы,7
червы,3
червы,7
червы,1
червы,9
червы,валет
червы,5
червы,3
червы,3
червы,дама
червы,дама
червы,4
червы,3
червы,8
червы,4
червы,дама
червы,3
червы,5
червы,валет
червы,5
червы,3
червы,3
червы,2
червы,8
червы,туз
червы,валет
червы,король
червы,9
червы,4
червы,6
червы,туз
червы,9
червы,9
червы,4
червы,8
червы,туз
червы,10
червы,4
червы,6
червы,8
червы,валет
червы,5
червы,8
червы,король
червы,1
червы,5
червы,король
червы,1
червы,8
червы,1
червы,туз
червы,4
червы,туз
червы,9
червы,3
червы,3
червы,1
червы,10
червы,8
червы,валет
червы,валет
червы,5
червы,9
червы,валет
червы,9
червы,6
червы,4
червы,2
червы,8
червы,5
червы,6
червы,король
червы,8
червы,6
червы,6
червы,1
червы,1
червы,10
червы,туз
червы,король
червы,7
червы,4
червы,3
червы,9
червы,6
червы,3
червы,3
червы,6
червы,валет
червы,1
червы,туз
червы,10
червы,10
червы,дама
червы,туз
червы,7
червы,валет
червы,3
червы,7
червы,2
червы,9
червы,7
червы,8
червы,2
червы,9
червы,5
червы,7
червы,2
червы,10
червы,дама
червы,король
червы,9
червы,3
червы,2
червы,9
червы,туз
червы,10
червы,8
червы,4
червы,4
червы,10
червы,9
червы,6
червы,7
червы,10
червы,9
червы,8
червы,3
червы,дама
червы,2
червы,дама
червы,туз
червы,10
червы,8
червы,дама
червы,4
червы,туз
червы,9
червы,9
червы,туз
червы,7
червы,8
червы,2
червы,туз
червы,7
червы,5
червы,4
червы,7
червы,2
червы,2
червы,8
червы,валет
червы,1
червы,4
червы,9
червы,7
червы,король
червы,9
червы,3
червы,10
червы,10
червы,5
червы,1
червы,дама
червы,10
червы,4
червы,10
червы,10
червы,3
червы,2
червы,2
червы,1
червы,2
червы,9
червы,туз
червы,8
червы,король
червы,9
червы,10
червы,8
червы,король
червы,8
червы,валет
червы,5
червы,9
червы,туз
червы,1
червы,туз
червы,3
червы,король
червы,2
червы,валет
червы,валет
червы,10
червы,7
червы,10
червы,8
червы,4
червы,7
червы,8
червы,4
червы,2
червы,валет
червы,8
червы,туз
червы,3
червы,10
червы,валет
червы,7
червы,1
червы,7
червы,4
червы,7
червы,2
червы,8
червы,1
червы,валет
червы,2
червы,5
червы,4
червы,8
червы,король
червы,2
червы,5
червы,4
червы,король
червы,9
червы,король
червы,8
червы,3
червы,10
червы,10
червы,7
червы,3
червы,туз
червы,дама
червы,5
червы,8
червы,туз
червы,дама
червы,6
червы,7
червы,дама
червы,валет
червы,7
червы,валет
червы,дама
червы,3
червы,7
червы,король
червы,валет
червы,8
червы,6
червы,2
червы,туз
червы,4
червы,король
червы,10
червы,9
червы,7
червы,5
червы,дама
червы,валет
червы,дама
червы,4
червы,6
червы,1
червы,туз
червы,король
червы,3
червы,валет
червы,9
червы,король
червы,валет
червы,9
червы,3
червы,валет
червы,7
червы,дама
червы,6
червы,3
червы,1
червы,дама
червы,5
червы,король
червы,туз
червы,туз
червы,2
червы,валет
червы,8
червы,1
червы,10
червы,10
червы,3
червы,9
червы,король
червы,1
червы,1
червы,5
червы,10
червы,3
червы,туз
червы,4
червы,туз
червы,1
червы,король
червы,7
червы,10
червы,2
червы,5
червы,король
червы,8
червы,6
червы,туз
червы,3
червы,6
червы,3
червы,2
червы,король
червы,9
червы,8
червы,валет
червы,4
червы,9
червы,10
червы,10
червы,дама
червы,король
червы,7
червы,4
червы,2
червы,8
червы,туз
червы,9
червы,туз
червы,валет
червы,король
червы,валет
червы,король
червы,3
червы,5
червы,6
червы,6
червы,валет
червы,9
червы,3
червы,7
червы,4
червы,3
червы,дама
червы,дама
червы,10
червы,7
червы,3
червы,10
червы,10
червы,9
червы,1
червы,2
червы,8
червы,6
червы,3
червы,2
червы,туз
червы,6
червы,дама
червы,2
червы,туз
червы,4
червы,8
червы,8
червы,2
червы,1
червы,9
червы,4
червы,6
червы,6
червы,10
червы,3
червы,8
червы,7
червы,5
червы,5
червы,4
червы,9
червы,король
червы,8
червы,валет
червы,2
червы,3
червы,туз
червы,1
червы,8
червы,4
червы,1
червы,король
червы,валет
червы,1
червы,8
червы,10
червы,2
червы,7
червы,5
червы,валет
червы,1
червы,8
червы,10
червы,3
червы,5
червы,7
червы,2
червы,1
червы,8
червы,10
червы,валет
червы,7
червы,туз
червы,2
червы,5
червы,король
червы,3
червы,1
червы,2
червы,2
червы,3
червы,5
червы,8
червы,10
червы,10
червы,3
червы,4
червы,2
червы,9
червы,3
червы,7
червы,7
червы,8
червы,3
червы,9
червы,4
червы,туз
червы,туз
червы,валет
червы,туз
червы,5
червы,2
червы,туз
червы,9
червы,дама
червы,3
червы,валет
червы,8
червы,8
червы,10
червы,1
червы,валет
червы,валет
червы,1
червы,2
червы,6
червы,4
червы,король
червы,2
червы,валет
червы,10
червы,дама
червы,король
червы,дама
червы,1
червы,9
червы,дама
червы,4
червы,9
червы,10
червы,9
червы,1
червы,3
червы,10
червы,дама
червы,8
червы,туз
червы,дама
червы,туз
червы,5
червы,1
червы,6
червы,4
червы,10
червы,9
червы,7
червы,дама
червы,7
червы,валет
червы,3
червы,дама
червы,7
червы,6
червы,5
червы,4
червы,5
червы,4
червы,туз
червы,дама
червы,8
червы,8
червы,9
червы,3
червы,валет
червы,10
червы,2
червы,6
червы,9
червы,3
червы,7
червы,9
червы,4
червы,6
червы,король
червы,туз
червы,3
червы,6
червы,туз
червы,6
червы,7
червы,дама
червы,туз
червы,7
червы,8
червы,6
червы,туз
червы,5
червы,2
червы,король
червы,8
червы,5
червы,4
червы,1
червы,10
червы,2
червы,дама
червы,дама
червы,валет
червы,король
червы,туз
червы,валет
червы,4
червы,валет
червы,туз
червы,1
червы,5
червы,10
червы,2
червы,4
червы,1
червы,4
червы,7
червы,5
червы,король
червы,7
червы,1
червы,6
червы,валет
червы,5
червы,туз
червы,6
червы,3
червы,9
червы,7
червы,туз
червы,валет
червы,3
червы,2
червы,6
червы,1
червы,9
червы,валет
червы,3
червы,6
червы,5
червы,4
червы,9
червы,9
червы,7
червы,4
червы,9
червы,4
червы,9
червы,2
червы,7
червы,туз
червы,2
червы,8
червы,2
червы,2
червы,9
червы,3
червы,8
червы,дама
червы,3
червы,туз
червы,8
червы,6
червы,король
червы,3
червы,3
червы,5
червы,валет
червы,валет
червы,4
червы,4
червы,1
червы,6
червы,6
червы,валет
червы,7
червы,2
червы,4
червы,король
червы,4
червы,дама
червы,2
червы,дама
червы,1
червы,дама
червы,туз
червы,дама
червы,король
червы,4
червы,9
червы,1
червы,1
червы,10
червы,7
червы,8
червы,4
червы,10
червы,король
червы,5
червы,7
червы,валет
червы,дама
червы,король
червы,8
червы,7
червы,4
червы,валет
червы,8
червы,валет
червы,1
червы,6
червы,9
червы,4
червы,9
червы,7
червы,8
червы,туз
червы,7
червы,10
червы,валет
червы,туз
червы,3
червы,8
червы,1
червы,король
червы,дама
червы,4
червы,4
червы,1
червы,7
червы,8
червы,8
червы,9
червы,3
червы,дама
червы,валет
червы,валет
червы,9
червы,7
червы,дама
червы,3
червы,5
червы,8
червы,9
червы,3
червы,4
червы,валет
червы,4
червы,4
червы,1
червы,6
червы,король
червы,8
червы,10
червы,3
червы,туз
червы,9
червы,валет
червы,10
червы,5
червы,4
червы,4
червы,5
червы,туз
червы,6
червы,9
червы,дама
червы,3
червы,10
червы,10
червы,дама
червы,4
червы,7
червы,1
червы,10
червы,6
червы,король
червы,8
червы,9
червы,4
червы,10
червы,1
червы,10
червы,2
червы,дама
червы,4
червы,1
червы,6
червы,король
червы,дама
червы,6
червы,5
червы,туз
червы,2
червы,2
червы,дама
червы,4
червы,4
червы,5
червы,6
червы,4
червы,король
червы,10
червы,7
червы,дама
червы,валет
червы,дама
червы,дама
червы,8
червы,10
червы,валет
червы,10
червы,8
червы,7
червы,2
червы,8
червы,валет
червы,6
червы,10
червы,7
червы,дама
червы,1
червы,10
червы,3
червы,дама
червы,туз
червы,1
червы,3
червы,10
червы,валет
червы,9
червы,7
червы,5
червы,7
червы,дама
червы,дама
червы,туз
червы,туз
червы,3
червы,6
червы,дама
червы,6
червы,дама
червы,10
червы,10
червы,4
червы,8
червы,король
червы,дама
червы,1
червы,2
червы,7
червы,2
червы,король
червы,4
червы,2
червы,4
червы,1
червы,10
червы,дама
червы,6
червы,6
червы,7
червы,король
червы,4
червы,10
червы,дама
червы,9
червы,1
червы,8
червы,7
червы,8
червы,4
червы,туз
червы,4
червы,6
червы,король
червы,1
червы,2
червы,7
червы,10
червы,дама
червы,2
червы,2
червы,4
червы,7
червы,9
червы,3
червы,5
червы,8
червы,9
червы,7
червы,король
червы,7
червы,8
червы,9
червы,5
червы,валет
червы,3
червы,1
червы,3
червы,7
червы,7
червы,4
червы,6
червы,9
червы,1
червы,6
червы,10
червы,6
червы,7
червы,2
червы,дама
червы,7
червы,туз
червы,3
червы,6
червы,дама
червы,2
червы,6
червы,туз
червы,10
червы,дама
червы,туз
червы,10
червы,7
червы,дама
червы,8
червы,8
червы,2
червы,8
червы,3
червы,туз
червы,4
червы,8
червы,6
червы,валет
червы,валет
червы,валет
червы,9
червы,8
червы,8
червы,король
червы,4
червы,король
червы,валет
червы,король
червы,9
червы,1
червы,7
червы,туз
червы,валет
червы,дама
червы,король
червы,валет
червы,2
червы,туз
червы,9
червы,8
червы,дама
червы,6
червы,10
червы,дама
червы,дама
червы,10
червы,туз
червы,дама
червы,7
червы,8
червы,6
червы,4
червы,туз
червы,1
червы,8
червы,4
червы,туз
червы,3
червы,6
червы,1
червы,5
червы,9
червы,валет
червы,8
червы,7
червы,6
червы,2
червы,3
червы,валет
червы,3
червы,дама
червы,2
червы,2
червы,2
червы,3
червы,валет
червы,6
червы,4
червы,6
червы,4
червы,2
червы,валет
червы,3
червы,5
червы,дама
червы,6
червы,король
червы,2
червы,король
червы,валет
червы,2
червы,валет
червы,7
червы,7
червы,дама
червы,валет
червы,4
червы,8
червы,7
червы,6
червы,валет
червы,9
червы,2
червы,10
червы,дама
червы,5
червы,1
червы,5
червы,10
червы,9
червы,5
червы,6
червы,10
червы,5
червы,дама
червы,8
червы,8
червы,король
червы,5
червы,валет
червы,туз
червы,туз
червы,3
червы,7
червы,дама
червы,3
червы,король
червы,1
червы,6
червы,7
червы,5
червы,1
червы,2
червы,дама
червы,4
червы,1
червы,валет
червы,5
червы,дама
червы,валет
червы,валет
червы,6
червы,дама
червы,дама
червы,туз
червы,3
червы,валет
червы,9
червы,5
червы,3
червы,1
червы,6
червы,1
червы,дама
червы,валет
червы,король
червы,туз
червы,туз
червы,3
червы,1
червы,валет
червы,8
червы,9
червы,6
червы,5
червы,7
червы,2
червы,7
червы,6
червы,дама
червы,валет
червы,10
червы,2
червы,10
червы,2
червы,туз
червы,2
червы,4
червы,2
червы,10
червы,король
червы,дама
червы,дама
червы,валет
червы,дама
червы,валет
червы,туз
червы,5
червы,4
червы,2
червы,дама
червы,7
червы,5
червы,король
червы,8
червы,2
червы,9
червы,король
червы,3
червы,король
червы,7
червы,1
червы,6
червы,10
червы,валет
червы,8
червы,9
червы,5
червы,5
червы,король
червы,5
червы,валет
червы,дама
червы,2
червы,6
червы,7
червы,3
червы,3
червы,2
червы,2
червы,дама
червы,1
червы,5
червы,4
червы,10
червы,валет
червы,4
червы,туз
червы,8
червы,8
червы,8
червы,король
червы,2
червы,дама
червы,4
червы,2
червы,король
червы,7
червы,9
червы,дама
червы,король
червы,валет
червы,король
червы,6
червы,4
червы,6
червы,9
червы,валет
червы,валет
червы,10
червы,валет
червы,4
червы,5
червы,8
червы,4
червы,король
червы,5
червы,10
червы,3
червы,король
червы,2
червы,7
червы,5
червы,4
червы,туз
червы,2
червы,9
червы,9
червы,10
червы,8
червы,2
червы,10
червы,5
червы,туз
червы,валет
червы,8
червы,9
червы,король
червы,4
червы,валет
червы,2
червы,6
червы,2
червы,дама
червы,дама
червы,дама
червы,9
червы,7
червы,дама
червы,туз
червы,король
червы,8
червы,6
червы,туз
червы,4
червы,валет
червы,валет
червы,4
червы,король
червы,2
червы,туз
червы,9
червы,валет
червы,7
червы,7
червы,3
червы,валет
червы,валет
червы,2
червы,1
червы,туз
червы,1
червы,9
червы,дама
червы,10
червы,6
червы,валет
червы,валет
червы,король
червы,2
червы,4
червы,туз
червы,валет
червы,7
червы,дама
червы,6
червы,2
червы,4
червы,1
червы,4
червы,2
червы,1
червы,6
червы,7
червы,1
червы,6
червы,9
червы,7
червы,1
червы,6
червы,10
червы,дама
червы,1
червы,10
червы,туз
червы,2
червы,4
червы,4
червы,дама
червы,5
червы,туз
червы,10
червы,2
червы,валет
червы,9
червы,3
червы,король
червы,2
червы,дама
червы,1
червы,туз
червы,6
червы,4
червы,8
червы,10
червы,9
червы,8
червы,2
червы,7
червы,король
червы,4
червы,6
червы,3
червы,валет
червы,8
червы,6
червы,7
червы,5
червы,3
червы,валет
червы,7
червы,3
червы,5
червы,8
червы,туз
червы,валет
червы,2
червы,6
червы,дама
червы,8
червы,1
червы,3
червы,6
червы,8
червы,3
червы,туз
червы,10
червы,дама
червы,1
червы,4
червы,король
червы,туз
червы,10
червы,6
червы,1
червы,1
червы,7
червы,валет
червы,10
червы,дама
червы,6
червы,1
червы,3
червы,3
червы,2
червы,3
червы,король
червы,дама
червы,1
червы,7
червы,4
червы,9
червы,валет
червы,9
червы,7
червы,1
червы,4
червы,9
червы,9
червы,1
червы,король
червы,8
червы,3
червы,валет
червы,3
червы,туз
червы,5
червы,туз
червы,8
червы,4
червы,4
червы,валет
червы,король
червы,дама
червы,1
червы,6
червы,2
червы,8
червы,9
червы,1
червы,2
червы,дама
червы,8
червы,дама
червы,валет
червы,10
червы,6
червы,король
червы,6
червы,3
червы,2
червы,валет
червы,8
червы,туз
червы,дама
червы,валет
червы,7
червы,4
червы,2
червы,король
червы,10
червы,8
червы,валет
червы,8
червы,6
червы,4
червы,6
червы,6
червы,10
червы,5
червы,2
червы,8
червы,туз
червы,король
червы,4
червы,король
червы,дама
червы,9
червы,1
червы,дама
червы,валет
червы,10
червы,4
червы,дама
червы,король
червы,1
червы,6
червы,6
червы,5
червы,5
червы,король
червы,8
червы,валет
червы,2
червы,4
червы,2
червы,3
червы,7
червы,3
червы,8
червы,2
червы,10
червы,7
червы,туз
червы,8
червы,6
червы,дама
червы,1
червы,4
червы,10
червы,2
червы,1
червы,дама
червы,туз
червы,дама
червы,5
червы,7
червы,8
червы,8
червы,6
червы,3
червы,10
червы,1
червы,9
червы,9
червы,8
червы,4
червы,7
червы,4
червы,6
червы,1
червы,дама
червы,8
червы,6
червы,валет
червы,валет
червы,9
червы,10
червы,10
червы,валет
червы,король
червы,туз
червы,6
червы,король
червы,дама
червы,4
червы,дама
червы,2
червы,дама
червы,10
червы,5
червы,валет
червы,7
червы,1
червы,4
червы,5
червы,дама
червы,3
червы,дама
червы,9
червы,6
червы,2
червы,король
червы,король
червы,9
червы,дама
червы,3
червы,5
червы,10
червы,6
червы,король
червы,10
червы,9
червы,дама
червы,дама
червы,валет
червы,5
червы,10
червы,9
червы,дама
червы,туз
червы,10
червы,4
червы,8
червы,6
червы,1
червы,3
червы,7
червы,король
червы,дама
червы,дама
червы,6
червы,3
червы,5
червы,5
червы,7
червы,валет
червы,король
червы,6
червы,9
червы,6
червы,8
червы,дама
червы,8
червы,7
червы,8
червы,1
червы,2
червы,6
червы,8
червы,туз
червы,4
червы,1
червы,8
червы,2
червы,7
червы,5
червы,5
червы,9
червы,валет
червы,король
червы,туз
червы,6
червы,2
червы,король
червы,8
червы,1
червы,туз
червы,король
червы,9
червы,9
червы,дама
червы,1
червы,король
червы,8
червы,6
червы,5
червы,8
червы,король
червы,6
червы,2
червы,валет
червы,9
червы,8
червы,5
червы,5
червы,9
червы,король
червы,туз
червы,валет
червы,7
червы,6
червы,8
червы,туз
червы,туз
червы,8
червы,валет
червы,дама
червы,3
червы,4
червы,4
червы,3
червы,туз
червы,10
червы,4
червы,дама
червы,1
червы,10
червы,10
червы,9
червы,дама
червы,1
червы,2
червы,7
червы,4
червы,8
червы,дама
червы,5
червы,туз
червы,2
червы,туз
червы,3
червы,валет
червы,дама
червы,6
червы,валет
червы,2
червы,валет
червы,4
червы,5
червы,5
червы,8
